Recipe_ID,Cuisine,Recipe_Name,Description
305,spanish-recipes,spanish-fig-almond-balls,"A festive version of Pan de Higo, a dried fig cake that the Spanish traditionally eat with cheese and a drizzle of honey"
306,spanish-recipes,spanish-chicken,"For maximum flavour and minimum washing up, try this tasty one-pot"
307,spanish-recipes,torrijas-sherry,"Torrijas are basically Spanish ‘French toast’, or eggy bread in English! Serve with honey and yogurt for breakfast, or fruit and ice cream for dessert"
308,thai-recipes,easy-pad-thai,"Almost a national dish of Thailand, Mary Cadogan's simplified take makes it easy to shop for - and very authentic tasting"
309,thai-recipes,panang-chicken-curry-kaeng-panang-gai,"This classic Thai curry features a sweet, salty and zesty sauce, with many layers of rich flavour and spice"
310,thai-recipes,tom-yum-soup-with-prawns,"Enjoy an impressive homemade Thai tom yum soup that's healthy and easy to make – it's vibrant, fresh and full of flavour"
311,thai-recipes,thai-green-chicken-curry-0,Making your own fragrant curry paste takes some special key ingredients and a little time but you'll taste the difference
312,thai-recipes,thai-chicken-and-sweet-potato-soup,A smooth and and spicy chicken soup with a vibrant colour that's packed full of Asian aromatics
313,thai-recipes,thai-inspired-coconut-chicken-soup,"Make this warming, creamy soup with chicken and mushrooms – or swap the meat for prawns or squash, if you prefer"
314,thai-recipes,thai-curry-noodle-soup,"Make this speedy, spicy and healthy noodle soup using whatever veg you have in the fridge. Filling and flavour-packed, it's ideal for busy weeknights"
315,thai-recipes,tom-yum-hot-sour-soup-prawns,An authentic and deliciously nourishing clear Thai broth with seafood and big bold flavours by John Torode
316,thai-recipes,turkey-larb-bowls,"Use up leftover Christmas turkey in this dish. After all the feasting, something crunchy and fresh with a little heat is just the ticket for Boxing Day"
317,thai-recipes,next-level-pad-thai,"Take the classic pad Thai to new levels, adding king prawns and tofu, pickled turnip and tamarind paste - a dish for two that's packed with flavour"
318,thai-recipes,thai-pork-peanut-curry,"Use fragrant hot red curry paste as the base to this coconut curry dish with baby sweetcorn, coriander and soy"
319,thai-recipes,thai-fried-rice-prawns-peas,"Similar to pad Thai but with better-for-you brown rice, this Asian shellfish pot with egg, coriander and peas is filling and fresh"
320,thai-recipes,thai-prawn-ginger-spring-onion-stir-fry,"Make this Thai-inspired prawn stir-fry with ginger, spring onions and a spicy green chilli kick. Once you've made the paste, it takes only 10 minutes to cook"
321,thai-recipes,thai-beef-stir-fry,"A no fuss shopping list and super-quick to prepare, the perfect after work meal"
322,thai-recipes,suki,"Make a classic Thai noodle hot-pot with pork, rice noodles, vegetables and a flavourful suki sauce. It takes a little extra effort, but it's worth it"
323,thai-recipes,thai-shredded-chicken-runner-bean-salad,This low-fat yet satisfying salad is full of authentic Asian flavour and will add plenty of zing to al fresco dining
324,thai-recipes,ken-homs-stir-fried-chicken-chillies-basil,"A traditional Thai dish packed with aromatic flavours, that's easy to prepare and packed with aromatic flavour"
325,thai-recipes,thai-style-steamed-fish,Serve with Thai jasmine rice for a flavour-packed low-fat meal
326,thai-recipes,thai-minced-chicken-salad,"Known as larb gai in Thailand, the hot spiciness in this chicken salad recipe works really well with the crunchy veg, creating a perfect balance of flavour and heat"
327,thai-recipes,ultimate-makeover-thai-green-chicken-curry,This normally super-rich curry can be turned into one that’s healthier but stillcreamy
328,thai-recipes,fragrant-thai-prawns,Add subtle Thai flavours to seafood in Curtis Stone's prawn recipe
329,thai-recipes,tempeh-pad-thai,"Add protein-packed tempeh to this pad Thai for an easy midweek family meal. Swap for tofu, chicken or prawns, if you like"
330,thai-recipes,thai-rice-noodle-salad,"This salad is full of flavour and is healthy too, as it's served with an oil-free dressing"
331,thai-recipes,red-curry-chicken-kebabs,Chicken and kebabs are two of our most popular choices so this former cover star is a real winner - for barbecues or the grill
333,mediterranean-recipes,lamb-chops-hummus-roasted-tomatoes,"Introduce a little sunshine to your day whatever the weather with Mediterranean-style lamb chops served on a bed of hummus, roasted tomatoes, olives and feta"
334,mediterranean-recipes,mediterranean-fish-gratins,"These individual portions of fish in tomato sauce, topped with herby breadcrumbs, freeze beautifully - perfect for no-fuss entertaining"
335,mediterranean-recipes,speedy-mediterranean-gnocchi,"A super fast, low fat and low calorie meal using chargrilled veg from the deli counter, red pesto, basil and cheese - ready in 5 minutes"
336,mediterranean-recipes,mediterranean-salad-with-hummus-dressing,"Liven up your usual salad with roasted courgette, artichokes, chickpeas and feta in a creamy hummus dressing"
337,mediterranean-recipes,deli-couscous,"A quick and easy lunchtime favourite, packed with Mediterranean veggies"
338,mediterranean-recipes,mediterranean-spelt-stuffed-peppers,"Create colourful, vegetarian stuffed peppers with sun-dried tomatoes, and ribbons of spirallized courgettes and onions"
339,mediterranean-recipes,mediterranean-turkey-stuffed-peppers,"This low-calorie dinner from Joe Wicks is 3 of your 5-a-day, rich in vit C and folate too. Filling the peppers with low-fat turkey breast mince keeps it lean"
340,mediterranean-recipes,mediterranean-potato-salad-0,"Swap a mayonnaise base for cherry tomatoes, olives, roasted red peppers and fresh Italian herbs in this low-fat salad"
341,mediterranean-recipes,antipasti-salmon,Turn a side of salmon into a gorgeous centrepiece with just a few Mediterranean antipasti ingredients. Bake in the oven or cook on the barbecue for a great summer dish
342,mediterranean-recipes,all-one-fish-supper,Any white fish fillets work well in this delicious light fish supper packed with flavours from the Mediterranean
343,mediterranean-recipes,crispy-fried-calamari-aioli,Transport yourself to a seaside taverna with Mediterranean-inspired deep-fried squid rings and garlicky aïoli. Cooking this is easier than you think
344,mediterranean-recipes,courgette-quinoa-stuffed-peppers,"Take just 5 ingredients and create these healthy Mediterranean-style vegetarian stuffed peppers for a low-calorie, low-fat supper"
345,mediterranean-recipes,bacon-brie-omelette-wedges-summer-salad,"Spanish-style frittatas, or 'tortilla', are traditionally served in thick slices complete with oozing cheese and a crunchy salad"
346,mediterranean-recipes,barcelona-baguette,A quick and easy lunchtime favourite packed with flavours of the Mediterranean
347,mediterranean-recipes,herbed-lamb-cutlets-roasted-vegetables,"A healthy Mediterranean-style tray bake with sweet potato, peppers, courgettes and chunky onion"
348,mediterranean-recipes,chorizo-pilaf,"Falling somewhere between a paella and a risotto, this slow-cooked basmati rice pot has deep paprika flavours"
349,mediterranean-recipes,broad-bean-feta-cheese-toasts,"Slice up a baguette, toast, then use as a bruschetta base for beans and salty Greek cheese for a healthy bite"
350,mediterranean-recipes,speedy-goats-cheese-lentil-filo-pie,A speedy vegetarian supper that takes minutes to prepare. Creamy goat's cheese and Mediterranean veg make this a filling meal for 2
351,mediterranean-recipes,slow-cooker-spanish-chicken,"This slow-cooked stew is packed with Mediterranean flavour from chorizo, olives, tomatoes and peppers. The meat will fall off the bone – mop up the sauce with bread"
352,mediterranean-recipes,vegan-stuffed-peppers,"Make these easy, Mediterranean-inspired vegan stuffed peppers for a filling family dinner that packs plenty of flavour. Serve with a fresh green salad"
353,mediterranean-recipes,mediterranean-savoury-gt,Turn the classic G&T on its head with tomatoes and ginger to make this super special savoury gin & tonic. A refreshing start or end to any dinner party
354,mediterranean-recipes,caponata,"A quintessentially Sicilian veggie dish of aubergines, tomatoes, raisins, capers and pine nuts - serve with toasted ciabatta"
355,mediterranean-recipes,spanish-meatball-butter-bean-stew,"This hearty one-pot is full of Mediterranean flavour, with pork, red onion, peppers and smoked paprika - an impressive 4 of your 5 a day"
357,chicken-tagine-recipes,north-african-chicken-tagine,"This easy and freezable chicken tagine is sure to be a family favourite. It's rich, full of depth of flavour and ideal for feeding a hungry crowd"
358,chicken-tagine-recipes,chicken-tagine-lemons-olives-pomegranates,Cook a one-pot chicken tagine the whole family will love. It somehow says summer and autumn in one bite using a gentle but heady Moroccan spice mix
359,chicken-tagine-recipes,chicken-chickpea-tagine,Making a mouthwatering Moroccan-inspired meal doesn't have to be difficult - this no-fuss one-pot dinner is full of flavour
360,chicken-tagine-recipes,chicken-tagine-spiced-brussels-feta,"Joe Wicks’ tasty sprout recipe balances earthy, sweet and spicy flavours, using tender chicken thighs, chickpeas and cheese for a hearty festive stew"
361,chicken-tagine-recipes,moroccan-chicken-fennel-olives,Get four of your 5-a-day with our healthy chicken tagine using fennel and olives. Serve with wholewheat couscous
362,lamb-tagine-recipes,lamb-squash-apricot-tagine,"A Moroccan mainstay, this slow-cooked casserole is flavoured with coriander and ras-el-hanout spices"
363,lamb-tagine-recipes,slow-cooker-lamb-tagine,"Cook something hearty and exotic for the family when it's cold outside, like our lamb tagine. If you can't get dried cherries, use apricots or prunes instead"
364,lamb-tagine-recipes,persian-lamb-tagine,"This warming stew is spiced with cinnamon and cumin, and sweetened with apricots and dates - perfect with fluffy couscous"
365,lamb-tagine-recipes,fruity-lamb-tagine,"This fruity, Moroccan-style lamb tagine is full of goodness and guaranteed to satisfy a crowd. Save time and make this easy one-pot up to two days ahead"
366,lamb-tagine-recipes,one-pan-lamb-tagine-with-chickpeas,"Make this lamb tagine a day or two ahead to really develop the flavours. It makes entertaining that little bit easier, as all you'll need to do is reheat it"
367,lamb-tagine-recipes,lamb-apricot-shallot-tagine,"Adapted from the Moroccan roast lamb dish 'mechoui', this slow-cooked dish has an aromatic marinade and irresistably fruity sauce"
368,lamb-tagine-recipes,lamb-tagine-dates-sweet-potatoes,This is one of those wonderful dishes that improves with keeping
369,lamb-tagine-recipes,lamb-apricot-stew,A fruity and warming Middle Eastern tagine to be served with couscous and herbs - a speedy casserole with plenty of flavour
370,lamb-tagine-recipes,family-meals-easy-lamb-tagine,Sweet juicy apricots and tender butternut squash are a winner with kids and make for a delicious Middle Eastern family meal for toddlers through to teens and beyond
371,lamb-tagine-recipes,lamb-cranberry-tagine,"This is a fragrant onepot that lets your oven do all the hard work. If you're Christmas entertaining, serve up this succulent lamb with couscous and yogurt"
372,lamb-tagine-recipes,tagine-lamb-merguez-sausages,"A famous Moroccan casserole named after the clay dish it's cooked in and containing strong, fragrant flavours"
374,lamb-tagine-recipes,turkish-lamb-pilau,"Serve up a basmati rice one pot flavoured with cinnamon, mint and apricot, studded with tender lamb"
375,lamb-tagine-recipes,lamb-christmas-spices,Keep this in the freezer ready for dinner parties and serve it with rice and salad or crunchy potatoes and vegetables
376,lamb-tagine-recipes,sweet-spiced-lamb-shanks-quince,"A cross between a Persian stew and Moroccan tagine, the spices in this slow cooked one-pot are mellow. Serve with rice, couscous or flatbreads"
382,tagine-recipes,cod-olive-tagine-with-brown-rice,"Make the most of cod in this delicately spiced, aromatic tagine that's low in fat and calories. Like other seafood, cod is a useful source of iodine"
383,tagine-recipes,fragrant-fish-tagine,A flavourful fish dish that is perfect for a crowd or can be frozen in batches for a handy midweek treat
389,tagine-recipes,5-day-tagine,"Get your day's vegetable quota all in one go. Great for feeding a group, or freeze portions"
391,tagine-recipes,duck-tagine-clementines,Duck goes really well with Moroccan spicing and the sweet flavous of honey and fresh fruit as you'll discover with this vibrant tagine
392,tagine-recipes,vegetable-tagine-chickpeas-raisins,"Achieve all five of your five-a-day with this easy vegan tagine. It's bursting with summer veg, including courgettes, tomatoes and peas, alongside storecupboard staples such as chickpeas and raisins"
393,tagine-recipes,vegetable-tagine-almond-chickpea-couscous,"A take on a traditional Moroccan dish, this quick tagine will transport you to Moroccan summer nights"
394,tagine-recipes,moroccan-tagine,A spicy vegetarian hotpot that's as warm and comforting as it is healthy - and gives you your 5-a-day too
396,tagine-recipes,moroccan-mushrooms-couscous,This filling Moroccan meal is packed full of vitamins and vegetables
398,tagine-recipes,moroccan-lamb-meatballs-harissa-couscous,"These Moroccan-style lamb meatballs combine all the flavours of a tagine, with the kick of homemade harissa and a cooling dollop of yogurt. Serve with couscous"
399,tagine-recipes,roast-summer-vegetables-chickpeas,"A summery tomato-based stew, packed with veg and perfect to make ahead"
401,turkish-recipes,turkish-pizza-spiced-pomegranate-beef-feta,"Homemade pizza always wins over takeaway- try this new topping idea of spiced mince, pickled cherry peppers, feta cheese and pine nuts"
402,turkish-recipes,lahmacun,"Sometimes called 'Turkish pizza', this crispy flatbread topped with spiced mincemeat is a popular street food across the Middle East"
403,turkish-recipes,turkish-rice-vermicelli-rice,This classic Turkish side dish uses long-grain white rice boosted with chicken broth and toasted vermicelli pasta
404,turkish-recipes,imam-bayildi-bbq-lamb-tzatziki,"There are hundreds of versions of this Turkish aubergine dish. It is authentically quite oily, but reduce the oil if you prefer"
405,turkish-recipes,turkish-one-pan-eggs-peppers-menemen,"Serve this sharing dish for brunch, lunch or dinner, with plenty of warm pitta bread for scooping up the delicious sauce. It's inspired by the flavours of Turkish menemen"
406,turkish-recipes,spinach-chilli-bean-pide,"Make this Turkish flatbread for dinner and save some leftovers for an easy lunch – keep the bread and toppings separate, then assemble and grill the next day"
407,turkish-recipes,ezme,"Enjoy this salad to serve with your favourite Turkish dishes. Authentic ezme is very finely hand-chopped, or you can use a food processor, if you like"
408,turkish-recipes,grilled-aubergines-spicy-chickpeas-walnut-sauce,"This vegetarian dish is packed full of great textures and tastes - smoky aubergine, nutty chickpeas and earthy walnuts"
409,turkish-recipes,cacik,"Mix creamy natural yogurt with crunchy cucumber, mint and garlic to make this much-loved meze dip. Serve with bread, kebabs or meatballs"
410,turkish-recipes,diy-kofta-burgers,"With these quick, easy and cheap koftas, there's no excuse for hitting the kebab van"
411,turkish-recipes,hot-cumin-lamb-wrap-crunchy-slaw-spicy-mayo,A healthy kebab flatbread - make double the cabbage and carrot coleslaw and have leftovers for lunch
412,turkish-recipes,smoked-aubergine-puree,This is great served with grilled meat or chicken and also makes a simple lunch for vegetarians
413,turkish-recipes,slow-roast-lamb-cinnamon-fennel-citrus,"For lamb that will melt in your mouth and surprise your palate, follow Sarah Cook's easy recipe"
414,turkish-recipes,chicken-wings-cumin-lemon-garlic,Pick up a few extras from the deli and turn this into a Middle Eastern mezze spread to share with friends
415,turkish-recipes,adana-kebab,"These Turkish kebabs use minimal ingredients so the flavour of the lamb stands out, complemented by red peppers and spicy pul biber"
416,turkish-recipes,rose-cream-raspberry-jellies,"With all the flavours of Turkish delight, these fragrant Middle Eastern-style puddings make a light finish to an entertaining menu"
418,turkish-recipes,smoky-chicken-skewers,"A tapas-style canapé of marinated and grilled chicken kebabs, best served with smoked garlic mayonnaise dip"
419,turkish-recipes,chilli-ginger-lamb-chops,"Marinate your chops with ginger, lemon, chilli and cumin then chargrill until juicy in the middle"
420,turkish-recipes,spicy-falafels,"Our simple homemade falafels are so easy to make. Stuff them into warm pittas with salad, or serve with couscous and hummus for a budget-friendly lunch."
421,turkish-recipes,almond-honey-pastries-orange-cream,"Serve these prepare-ahead puds with coffee, dessert wine or fresh mint tea for a real after-dinner treat"
422,turkish-recipes,aubergine-couscous-salad,"A handful of mint leaves really brings this salad alive, veggies will love it, but if you do need some meat lamb cutlets are the perfect addition"
423,turkish-recipes,roasted-chicken-creamy-walnut-sauce,This Turkish-inspired sauce makes a wonderful alternative to a classic bread sauce
424,turkish-recipes,easy-hummus-recipe,"A smooth blended chickpea dip with tahini and garlic that's versatile and good for you, this easy hummus makes a great snack or lunch"
425,vietnamese-recipes,vietnamese-chicken-noodle-soup,Make our comforting bowlful of chicken noodle soup with warming Vietnamese spices. This easy 'pho ga' recipe makes an ideal low-fat supper for a crowd
426,vietnamese-recipes,vietnamese-caramel-trout,A caramel base balances out the hot and salty ingredients of this Asian-inspired one-pan fish dish for two
427,vietnamese-recipes,banh-mi,Forget limp sandwiches in a lunchbox – these baked honey and lemongrass chicken bánh mì sandwiches are packed with flavour – you'll look forward to midday.
428,vietnamese-recipes,steak-vietnamese-noodle-salad,Serve up this healthy steak and noodle salad for supper and nourish your body with nutrients as well as energy from complex carbs.
429,vietnamese-recipes,purple-sprouting-broccoli-tempura-with-nuoc-cham,"Use a combination of cornflour and plain flour to make the crispiest tempura. It pairs wonderfully with nuoc cham, a sweet-sour Vietnamese dipping sauce"
430,vietnamese-recipes,vietnamese-egg-coffee,This sweet after-dinner coffee is like drinking liquid tiramisu and is our new favourite caffeinated treat
432,vietnamese-recipes,vietnamese-chicken-salad,"A no-cook main course salad with all the light, fragrant flavours of Southeast Asia such as peanut, chilli, mint and soy"
433,vietnamese-recipes,salt-pepper-squid,"Crisp, spicy coating and hot, tender squid make an irresistible combination"
434,vietnamese-recipes,salmon-noodle-soup,"This wholesome noodle soup is low fat, heart healthy and packed full of tasty ingredients"
435,vietnamese-recipes,vietnamese-style-caramel-pork,"Stir-fry chunks of pork with shallots, ginger and chilli in a wok then add fish sauce and brown sugar for a sweet, sticky and spicy sauce"
436,vietnamese-recipes,vietnamese-veggie-hotpot,"A warming vegan supper that's aromatic without being spicy, so the kids can enjoy it, too"
437,vietnamese-recipes,vietnamese-prawn-summer-rolls,"Fresh-tasting rice paper rolls packed with shellfish, light vermicelli noodles, carrots, cucumber and herbs, with a sweet ginger chilli dipping sauce"
438,vietnamese-recipes,vietnamese-pork-salad,"Tom Kime's Vietnamese salad can be made ahead, leaving you to relax on a balmy summer's evening"
439,vietnamese-recipes,beef-pho,Try making this delicious Vietnamese broth as something different for dinner. It's full of classic Asian flavours along with sirloin steak and noodles
440,vietnamese-recipes,bang-bang-prawn-salad,"Ready in 20 minutes, this lovely salad can just as easily be made with chicken if you're not in a seafood mood"
441,vietnamese-recipes,vietnamese-prawn-salad,"Inspired by the Vietnamese dish, Bun xao, this fresh-tasting salad has very little fat but is so satisfying"
442,vietnamese-recipes,tofu-greens-cashew-stir-fry,"Healthy, light and quick - just what you need in an after-work meal"
443,vietnamese-recipes,prawn-spring-roll-wraps,These healthy prawn bites make a great light lunch or snack with a little bowl of sweet chilli sauce
444,vietnamese-recipes,vietnamese-veg-parcels,"Fancy something a bit different? Try these healthy vegetable parcels, based on Vietnamese rolls"
445,vietnamese-recipes,barbecue-pork-buns,Tastier than a take away and great for nibbling and sharing. These dim sum will impress your guests.
446,vietnamese-recipes,vietnamese-prawn-spiralized-rolls,Spiralized carrot and courgette add a splash of colour and crunch to these sprightly Vietnamese spring rolls. Pair with our simple chilli dipping sauce
447,vietnamese-recipes,vietnamese-prawn-noodle-salad-crispy-shallots,"Making the fried shallots for this superhealthy salad is optional, but well worth it - they’re incredibly delicious"
448,vietnamese-recipes,crunchy-prawn-noodle-salad-0,This Vietnamese-style dressing is best made just before serving to preserve the vibrant colour of the mint.
449,middle-eastern-recipes,pomegranate-chicken-almond-couscous,"Jazz up chicken breasts in this fruity, sweetly spiced sauce with pomegranate seeds, toasted almonds and tagine paste"
450,middle-eastern-recipes,halloumi-quinoa-fattoush,"With griddled halloumi, toasted pitta pieces, grains, tomatoes, dill and mint, this Middle Eastern-inspired salad makes a speedy and satisfying lunch for four"
451,middle-eastern-recipes,summer-couscous-salad,"Capture the flavours of summer in this simple, hearty couscous salad. With fried halloumi, vine tomatoes and courgettes, it's perfect for an al fresco lunch"
452,middle-eastern-recipes,shakshuka,"Make our easy shakshuka for a comforting brunch. Vary this dish by flavouring the simple tomato sauce with whatever you have to hand - curry powder, pesto or fresh herbs"
454,middle-eastern-recipes,zeljanica-cheese-spinach-pie,"Make this moreish Middle Eastern-inspired pie for a special occasion when you're feeding a crowd. It's made with curd cheese, but you can use ricotta and mascarpone instead"
455,middle-eastern-recipes,quick-salmon-preserved-lemon-olive-pilaf,Looking for a quick salmon dish rich in omega-3? This wholesome brown rice pilaf is inspired by Middle Eastern flavours and takes a handful of ingredients
457,middle-eastern-recipes,simit-bread,"Simit breads are sesame bread rings, which look similar to bagels. They are sold on every street corner in Turkey and are popular for breakfast or as a snack"
458,middle-eastern-recipes,fatteh-makdous-lamb-stuffed-baby-aubergines-in-tomato-tahini-sauce,Enjoy these delicious lamb-stuffed baby aubergines in tomato and tahini sauce as part of a Middle Eastern-inspired menu. Top with cashew nuts to serve
459,middle-eastern-recipes,tarator-style-salmon,"Salmon fillets are topped with walnuts, parsley, sumac onion and hummus in this Middle Eastern inspired fish dish"
460,middle-eastern-recipes,chicken-pomegranate-brazil-nuts,"Marinate chicken in ginger, lime and pomegranate molasses and serve on slices of grilled aubergine for a mouthwatering main"
461,middle-eastern-recipes,middle-eastern-carrot-salad,"A light and vibrant shredded salad flavoured with orange blossom water, cumin and mint- serve alongside spiced meats"
462,middle-eastern-recipes,nutty-baklava,"Our version of syrup-soaked baklava is gently spiced with cinnamon and cardamom, and has a blend of pecans, pistachios and walnuts"
463,middle-eastern-recipes,spiced-cauliflower-roast,Cauliflower is having a renaissance and we couldn't be happier. Roasting creates an incredible nutty flavour that works beautifully with the spices and herbs.
464,middle-eastern-recipes,hummus,"This creamy, rich vegan hummus is made using just five ingredients and is ready in 10 minutes. Serve with crunchy seasonal veg or warm pitta breads"
465,middle-eastern-recipes,lebanese-poussin-spiced-aubergine-pilaf,This Middle Eastern-style meal makes a decadent supper for two- serve your young chickens with a spicy and aromatic rice accompaniment
466,middle-eastern-recipes,baba-ganoush,"This deliciously easy smoky aubergine dip is perfect with warm flatbreads or pittas, or serve with other Middle Eastern dishes as part of a mezze"
467,middle-eastern-recipes,zaatar-croissants,Za'atar-spiced croissants are a popular street food in Beruit. We've given these savoury pastries a delicious cheddar-and-parmesan filling
468,middle-eastern-recipes,labneh-radishes-sumac-toast,"Give your toast a twist by topping with radish, sumac and the Middle Eastern soft cheese, labneh. For a sweet treat, swap the radish for fresh figs and drizzle with honey"
470,middle-eastern-recipes,herby-quinoa-feta-pomegranate-salad,"A Middle Eastern-style meze bowl with healthy grains, parsley, mint and coriander"
471,middle-eastern-recipes,lamb-apricot-meatballs,"No one can resist meatballs, and this recipe is so moreish you might want to make double and freeze for another time"
472,middle-eastern-recipes,middle-eastern-bread-goats-cheese-salad,"Barney's version of fattoush – a classic Middle Eastern bread salad. Fattoush doesn’t normally contain goat’s cheese, but it turns it into more of a main meal"
473,vegetarian-tagine-recipes,vegetable-tagine-apricot-quinoa,Niomi Smart's beautifully vibrant vegan recipe is a good source of iron and gives you all 5 of your 5-a-day! Make good use of seasonal vegetables and spices
476,vegetarian-tagine-recipes,chickpea-roasted-veg-tagine,"This veggie Moroccan-style stew tastes even better if made a few hours before, or even a day in advance"
477,vegetarian-tagine-recipes,cauliflower-olive-lentil-tagine,"Packed with veg, this provides an amazing 4 of your 5-a-day. If you're not a fan of bulgur, swap it for brown rice or a wholewheat version of couscous"
478,vegetarian-tagine-recipes,butternut-squash-chickpea-tagine,Make this tasty vegetarian tagine that kids will love as much as grown-ups. It's a great way to serve four of their five-a-day and it's freezeable
482,vegetarian-tagine-recipes,lemon-mint-aubergine-tagine-almond-couscous,This Moroccan-inspired vegetarian stew is filled with all the delicious aromatics of North Africa. Serve on nutty couscous with mint and garlic yogurt
483,vegetarian-tagine-recipes,mixed-vegetable-tagine,This low fat supper is great served with couscous mixed with a handful of raisins.
484,vegetarian-tagine-recipes,pearl-barley-parsnip-preserved-lemon-tagine,"Make this colourful tagine as an easy veggie meal to feed a crowd. With pearl barley, parsnips and sweet potatoes, it's a great winter dish to fill you up"
485,vegetarian-tagine-recipes,smoky-aubergine-tagine-lemon-apricots,"A fragrant tagine is perfect for summer entertaining, lighter than stew but just as satisfying with meaty aubergines and aromatic spices"
486,vegetarian-tagine-recipes,chickpea-tagine-soup,"Discover the rustic flavours of tagine in a soup. Packed with chickpeas, peppers and kale plus apricots for sweetness, this satisfying soup is super-healthy"
495,polish-baking-recipes,next-level-chocolate-babka,Fancy a baking project? This stunning twisted loaf with layers of dark chocolate and almonds is a good one to try when you've got a little extra time
499,polish-baking-recipes,polish-apple-cake-szarlotka,This traditional spiced cake is served with a cinnamon whipped cream and a dusting of icing sugar
500,polish-baking-recipes,piernik-polish-gingerbread,A classic Polish honey gingerbread cake is adapted by Edd Kimber. It's layered with plum jam and coated in chocolate with sprinkles of edible gold
501,chinese-new-year-recipes,easy-pork-chive-dumplings,Try these Chinese dumplings filled with juicy pork and fresh Chinese chives. They’re easier to make than you think and fun to assemble as a group activity
506,chinese-new-year-recipes,one-pot-glass-noodles-braised-chinese-mushrooms,Make this easy one-pot dish with a delicious umami Chinese sauce. It’s flavour-packed and full of different textures
508,chinese-new-year-recipes,sweet-sour-prawns,"Transform prawns into a takeaway treat – sweet & sour prawns – in less time than it would take to have it delivered. Alternatively, try with chicken or pork, if you prefer"
509,chinese-new-year-recipes,crossing-the-bridge-noodles,"Enjoy this special Chinese rice noodle soup. A chicken and pork broth is infused with ginger and spices, and poured over noodles, veg, prawns and shredded meat"
510,chinese-new-year-recipes,one-pot-crystal-chicken,"We have given the traditional method for poaching the chicken, but you can cook it in a pressure cooker for 20 minutes with outstanding results"
511,chinese-new-year-recipes,stir-fried-garlic-green-beans,"These easy, healthy garlic green beans make a great accompaniment to a Chinese feast, and they're made with just 4 ingredients in 15 minutes"
512,chinese-new-year-recipes,sticky-lemon-chicken-0,Make dinner in no time with this super-quick and easy lemon chicken recipe. Coating chicken breasts in a honey and lemon sauce gives them a delicious sticky finish
514,chinese-new-year-recipes,crisp-chinese-pork,This mouth-watering pork belly dish with crispy crackling is great for entertaining and so easy to make. Serve with our four ingredient dipping sauce
515,chinese-new-year-recipes,pineapple-fried-rice,Add chunks of fresh pineapple to vegetarian fried rice to transform it into something special. Serve on its own for a family dinner or as part of a banquet
516,chinese-new-year-recipes,sichuan-style-yuxiang-aubergine,Share this veggie Sichuan dish with friends as part of a Chinese banquet with steamed jasmine rice. It used minced soy for a meaty texture
518,chinese-new-year-recipes,veggie-bao-buns,"This street food dim sum from Beijing is an authentic type of bao bun that puffs up in the pan. You can fill with minced chicken, pork or prawns if you don't want to go veggie"
519,chinese-new-year-recipes,prawns-in-longjing-tea,Complement prawns with the sweet and slightly bitter flavour of Longjing tea to bring out their natural sweetness – serve with jasmine rice as part of a Chinese feast
520,chinese-new-year-recipes,chilli-pork-spare-ribs,Juicy spare ribs braised with a chilli and hoisin sauce that make a succulent side dish to any Chinese feast
521,chinese-new-year-recipes,bacon-dried-shrimp-spring-onion-chee-cheong-fun-rolls,"Make a Cantonese dim sum classic, known traditionally as chee cheong fun – long chunky rolled rice noodles. Delicious served with a spicy dipping sauce."
522,chinese-new-year-recipes,curried-sweetcorn-soup-chicken,"This twist on the traditional Chinese sweetcorn soup has a subtle curry flavour. It's delicious, quick and easy to prepare"
523,chinese-new-year-recipes,fried-stuffed-cucumbers,"Inspired by Fujian cuisine, these fried cucumbers stuffed with beautifully seasoned pork mince are a tasty way to one of your five-a-day"
527,burrito-recipes,easy-beef-burritos,"Make these easy beef burritos for a simple midweek supper. The meat filling is also great stuffed into a crispy taco, or as an easy chilli con carne with rice"
528,burrito-recipes,raid-fridge-burritos,"Use up leftover chicken in these easy toasted wraps, filled with spiced Mexican-style rice and beans. Swap for ham, beef or pork if you prefer"
529,burrito-recipes,breakfast-burrito,Fill a nutritious wholemeal wrap with lots of healthy breakfast ingredients to make this veggie burrito. We’ve included protein-rich eggs and avocado to add good fats
530,burrito-recipes,marathon-burritos,Our easy veggie black bean burritos are nutritious and full of smoky chipotle flavour. These energy-boosting Mexican wraps are perfect fitness fodder.
531,burrito-recipes,healthy-chicken-burritos,Use storecupboard ingredients and leftovers to make this nutritious and easy Mexican-style lunch. The filling for the burritos can be made ahead
532,burrito-recipes,vegan-burritos,"Pack these vegan wraps with vegetables, rice and chipotle black beans to make a delicious and nutritious lunch."
533,burrito-recipes,burrito-bowl-chipotle-black-beans,"This healthy burrito bowl is chock full of veggies and greens, perfect for a filling lunch. This is one vegetarian meal that tastes just as good as it looks"
534,burrito-recipes,easy-chicken-burritos,"Make your own chicken burritos in 25 minutes, ideal for a packed lunch or easy dinner. Fill them with rice, beans, cheese, avocado and soured cream"
535,burrito-recipes,brazil-nut-burritos,Add toasted Brazil nuts to your burritos for texture and buttery flavour along with our spiced tomato rice and refried beans. Ideal for a Mexican feast
536,burrito-recipes,belly-pork-pineapple-burritos,"The combination of pork and pineapple works so well. Try it here with a touch of chipotle for a Mexican feel, served in tortillas, for a casual get-together"
